"","","","","","","","","","","","","","","","","","SHT update","","","","","","","","SHT update","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No.","INDEX1","INDEX2","Customer","Fab","Tool","SS P/N","SS S/N","PO","0247#","수주번호","Note","S/D","Login date","Incoming date","Repair
Location","IONES->SHT","SHT->IONES","Arrival date
in iONES","CLN
Finsh date","Delivery
date","PM Reason","Arrived 
at SHT","Process Needed","Repaired","Refurb/replace reason","SHT Remark ","SHT PO","","Recycle
Count
(T-R-C)","Total wafer","Wafer Pass Copper","Wafer Pass
Nickel","WaferPass Tin-Silver","Wafer Pass 
Tin","Wafer Pass
Gold","Amp-Min Copper            ","Amp-Min 
Nickel","Amp-Min Tin-Silver","Amp-Min 
Tin","Amp-Min 
Gold","History file Date","Pass or Fail","DMR#","NC report content
(Auto // Need to update ""DMR Ctrl CV"" Sheet)","Status","Replcaement part","Repacement PN","Wafer Seal","Contact pin","Cotnact pin
Q'ty","기본
Screw","Screw
Q'ty","Screw other","Screw other
Q'ty","Retainer","Lead in","Lead in Q'ty"
"17786","241063303R","241063303R","Hynix","청주","K00051(Hynix)","A0506293","241063303","4522363797","0247-08810","260403-072-5","","4","46120","46116","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17787","241063317R","241063317R","Hynix","청주","K00051(Hynix)","A0506293","241063317","4522363807","0247-08810","260403-072-6","","4","46120","46116","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1102","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17788","241063306R","241063306R","Hynix","청주","79492(Hynix)","A0506293","241063306","4522363798","0247-08810","260403-072-7","","4","46120","46116","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17789","241063311R","241063311R","Hynix","청주","K00043(Hynix)","A0506293","241063311","4522363803","0247-08810","260403-072-8","","4","46120","46116","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17790","241063305R","241063305R","Hynix","청주","K00057(Hynix)","A0506293","241063305","4522363938","0247-08810","260403-072-9","","4","46120","46116","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1104","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17791","241063301R","241063301R","Hynix","청주","K00043(Hynix)","A0506293","241063301","4522363926","0247-08810","260403-072-10","","4","46120","46116","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1101","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17792","225380002R","225380002R","Samsung","TSV","","A0609197","225380002","4522361985","0247-09881","260403-071-1","","4","46120","46116","SHT","46120","46146","46149","","46150","Contact Pin Plate Up","46127","Refurb","wafer support / shoulder","wafer support burnt
shoulder bolt *6","wafer support A0509480  shoulder A0496538","PO26040800038","","1-1-0","2000","2000","","","","","834310.3","","","","","","","","","","","","","","","","","","","","",""
"17793","225380004R","225380004R","Samsung","TSV","","A0609197","225380004","4522361987","0247-09881","260406-071-1","서류 0247-08710","4","46120","46116","SHT","46120","46146","46149","","46150","Contact Pin Plate Up, Safeseal PM counts reach","46127","Refurb","wafer support / shoulder","wafer support burnt
shoulder bolt *6","wafer support A0509480  shoulder A0496538","PO26040800038","","1-1-0","1645","1645","","","","","661637","","","","","","","","","","","","","","","","","","","","",""
"17794","225380008R","225380008R","Samsung","TSV","","A0609197","225380008","4522361868","0247-09881","260403-071-2","","4","46120","46116","SHT","46120","46163","46169","","46170","Contact Pin Plate Up, Seal Delamination,  Safeseal PM counts reach","46127","Refurb","Wafer seal / wafer support / shoulder","seal damage  
wafer support burnt
shoulder bolt *6","wait seal A0520474","PO26040800038","","1-1-0","2563","2563","","","","","1110632","","","","","","","","","","","","","","","","","","","","",""
"17795","225380009R","225380009R","Samsung","TSV","","A0609197","225380009","4522361866","0247-09881","260403-071-3","","4","46120","46116","SHT","46120","46146","46149","","46150","Contact Pin Plate Up, Seal Delamination,  Safeseal PM counts reach","46127","Refurb","wafer support / shoulder","wafer support burnt
shoulder bolt *6","wafer support A0509480  shoulder A0496538","PO26040800038","","1-1-0","422","422","","","","","179725","","","","","","","","","","","","","","","","","","","","",""
"17796","225380012R","225380012R","Samsung","TSV","","A0609197","225380012","4522361888","0247-09881","260403-071-4","","4","46120","46116","SHT","46120","46163","46169","","46170","Contact Pin Plate Up, Seal Delamination,  Safeseal PM counts reach","46127","Refurb","Wafer seal / wafer support / shoulder","seal delamination  
wafer support burnt
shoulder bolt *6","wait seal A0520474","PO26040800038","","1-1-0","1248","1248","","","","","502975","","","","","","","","","","","","","","","","","","","","",""
"17797","217959504R","217959504R","Samsung","TSV","","A0618162","217959504","4522361991","0247-10518","260403-071-5","","2","46118","46116","SHT","46118","46146","46149","","46150","Contact Pin Plate Up, Safeseal PM counts reach","46125","Refurb","contact / Clip V1 / shoulder","contact missing *1
Clip V1 A0375023(AMAT) *2
shoulder bolt A0496538(AMAT) *6","contact A0520478  Clip V1 A0375023  shoulde A0496538","PO26040600098","","2-2-0","2942","2942","2640","","","414","264750.04","12932.85","","","272.62","","","","","","","","","","","","","","","","",""
"17798","217959510R","217959510R","Samsung","TSV","","A0618162","217959510","4522361986","0247-10518","260403-071-6","","2","46118","46116","SHT","46118","46146","46149","","46150","Contact Pin Plate Up, Safeseal PM counts reach","46125","Chem Soak","","","","PO26040600099","","5-4-0","32699","32699","2078","","","412","25000","13000","","","200","","","","","","","","","","","","","","","","",""
"17799","219351902R","219351902R","Samsung","TSV","","A0618162","219351902","4522362000","0247-10518","260403-071-7","","2","46118","46116","SHT","46118","46146","46149","","46150","NI, Au THK variation abnormality","46125","Chem Soak","","","","PO26040600100","","4-4-0","1091","","1091","","","1091","","14085","","","496","","","","","","","","","","","","","","","","",""
"17800","219352404R","219352404R","Samsung","TSV","","A0618162","219352404","4522361988","0247-10518","260403-071-8","","2","46118","46116","SHT","46118","46146","46149","","46150","Contact Pin Plate Up, Seal Delamination,  Safeseal PM counts reach","46125","Refurb","Wafer seal / contact / Clip V1 / shoulder","seal delamination  
contact missing *1
Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538(AMAT) *6","Wafer seal A0580262  contact A0520478  Clip V1 A0375023  shoulde A0496538","PO26040600104","","4-4-0","2708","2708","2160","","","419","269534","13971","","","267","","","","","","","","","","","","","","","","",""
"17801","219353005R","219353005R","Samsung","TSV","","A0618162","219353005","4522361990","0247-10518","260403-071-9","","2","46118","46116","SHT","46118","46146","46149","","46150","Safeseal PM counts reach","46125","Chem Soak","","","","PO26040600101","","2-2-0","2697","2697","2090","","","410","272181.99","12922.99","","","270.73","","","","","","","","","","","","","","","","",""
"17802","225381401R","225381401R","Samsung","TSV","","A0618162","225381401","4522361984","0247-10518","260403-071-10","","2","46118","46116","SHT","46118","46146","46149","","46150","Safeseal PM counts reach","46125","Chem Soak","","","","PO26040600102","","2-2-0","2688","2688","2095","","","432","270026.8","13145.94","","","281.82","","","","","","","","","","","","","","","","",""
"17803","234117701R","234117701R","Samsung","TSV","","A0618162","234117701","4522361994","0247-10518","260403-071-11","","2","46118","46116","SHT","46118","46146","46149","","46150","Safeseal PM counts reach","46125","Refurb","contact","contact missing *3","contact A0520478","PO26040600103","","2-2-0","2705","2705","2121","","","405","271742.73","12695.15","","","265.23","","","","","","","","","","","","","","","","",""
"17804","160277807R","160277807R","Hynix","이천","17769(Hynix)","A0506293","160277807","4522368626","0247-05612","260407-072-1","","1","46120","46119","SHT","46120","46183","46185","","46188","Safeseal PM counts reach","46127","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538(AMAT) *6","Clip V1 A0375023  shoulde A0496538","PO26040800038","","14-7-0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17805","133031102C","133031102-R1C","Hynix","이천","23202(Hynix)","A0496495","133031102","4522374792","0247-04587","260406-072-1","","","46119","46119","","","","","46133","46134","SS Plate up","","","","","","","","3-1-1","1052","","","","","","","","","","","","","","","REFURB","Wafer Seal*1
Screw*1","","A0435265","","","A0405465","","","","","",""
"17806","233207213R","233207213R","Hynix","이천","K00050(Hynix)","A0506293","233207213","4522374762","0247-05612","260407-072-2","","1","46120","46119","SHT","46120","46146","46149","","46150","Safeseal PM counts reach","46127","Chem Soak","","","","PO26040800038","","3-2-0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17807","241063315R","241063315R","Hynix","청주","K00043(Hynix)","A0506293","241063315","4522363898","0247-08810","260406-072-2","","1","46120","46119","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17808","241063312R","241063312R","Hynix","청주","K00043(Hynix)","A0506293","241063312","4522363932","0247-08810","260406-072-3","","1","46120","46119","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1054","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17809","241063304R","241063304R","Hynix","청주","K00029(Hynix)","A0506293","241063304","4522363809","0247-08810","260406-072-4","","1","46120","46119","SHT","46120","46146","46149","","46150","SS Plate up, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","909","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17810","241063313R","241063313R","Hynix","청주","K00043(Hynix)","A0506293","241063313","4522363935","0247-08810","260406-072-5","","1","46120","46119","SHT","46120","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26040800038","","1-1-0","1100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17811","137485309R","137485309R","Hynix","이천","17769(Hynix)","A0506293","137485309","4522376189","0247-05612","260407-072-3","생산 수입검사 전달","0","46120","46120","SHT","46120","46146","46149","","46150","Safeseal PM counts reach","46127","Chem Soak","","","","PO26040800038","","13-11-0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17812","173605605R","173605605R","Hynix","이천","17769(Hynix)","A0506293","173605605","4522376117","0247-05612","260407-072-4","생산 수입검사 전달","0","46120","46120","SHT","46120","46146","46149","","46150","Safeseal PM counts reach","46127","Chem Soak","","","","PO26040800038","","15-8-0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17813","160277811C","160277811-R7C","Hynix","이천","62160(Hynix)","A0506293","160277811","4522376192","0247-05612","260407-072-5","트라벨 시트 ☆ 표시 / 확인중","","46120","46120","","","","","46125","46126","SS Plate up","","","","","","","","16-7-1","985","","","","","","","","","","","","","","","Refurb","screw * 1","A0405465*1","","","","A0405465","1","","","","",""
"17814","222247017R","222247017R","Hynix","청주","79492(Hynix)","A0506293","222247017","4522376141","0247-08810","260407-072-6","SHT","0","46120","46120","SHT","46120","46183","46185","","46188","Uniformity issue","46127","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538(AMAT) *6","Clip V1 A0375023  shoulde A0496538","PO26040800038","","9-4-0","782","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17815","168846611R","168846611R","Samsung","P2","","A0496495","168846611","4522384620","0247-06824","260408-071-1","","1","46122","46121","SHT","46122","46146","46149","","46150","SS Plate up","46127","Chem Soak","","","","PO26041000016","","11-8-0","8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17816","171156004R","171156004R","Samsung","P2","","A0496495","171156004","4522384615","0247-06824","260408-071-2","","1","46122","46121","SHT","46122","46146","46149","","46150","","46127","Chem Soak","","","","PO26041000016","","6-6-0","1970","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17817","169372522R","169372522R","Samsung","P2","","A0496495","169372522","4522384618","0247-06824","260408-071-3","","1","46122","46121","SHT","46122","46146","46149","","46150","","46127","Refurb","Wafer seal ","seal damage","Wafer seal A0435265","PO26041000016","","9-9-0","1433","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17818","169372505R","169372505R","Samsung","P2","","A0563802","169372505","4522384616","0247-07965","260408-071-4","","1","46122","46121","SHT","46122","46146","46149","","46150","SS Plate up","46127","Chem Soak","","","","PO26041000016","","8-8-0","3176","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17819","237274201R","237274201R","Hynix","청주","K00043(Hynix)","A0506293","237274201","4522385984","0247-08810","260408-072-1","","1","46122","46121","SHT","46122","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26041000016","","6-3-0","1101","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17820","223715808R","223715808R","Hynix","청주","K00057(Hynix)","A0506293","223715808","4522385991","0247-08810","260408-072-2","","1","46122","46121","SHT","46122","46183","46185","","46188","SS Plate up, SHT, Chemical soak required","46127","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538 *6","Clip V1 A0375023  shoulde A0496538","PO26041000016","","8-7-0","482","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17821","237274208R","237274208R","Hynix","청주","79846(Hynix)","A0506293","237274208","4522385940","0247-08810","260408-072-3","","1","46122","46121","SHT","46122","46146","46149","","46150","Safeseal PM counts reach","46127","Chem Soak","","","","PO26041000016","","6-2-0","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17822","237274204C","237274204-R0C","Hynix","청주","K00001(Hynix)","A0506293","237274204","4522385947","0247-08810","260408-072-4","★","","46121","46121","","","","","46126","46127","Safeseal PM counts reach","","","","","","","","3-0-3","1300","","","","","","","","","","","","","","","Chem Soak","","","","","","","","","","","",""
"17823","238339804R","238339804R","Hynix","청주","K00043(Hynix)","A0506293","238339804","4522385957","0247-08810","260408-072-5","","1","46122","46121","SHT","46122","46183","46185","","46188","Uniformity issue, SHT, Chemical soak required","46127","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538 *6","Clip V1 A0375023  shoulde A0496538","PO26041000016","","5-3-0","159","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17824","232489304R","232489304R","Hynix","청주","K00043(Hynix)","A0506293","232489304","4522385960","0247-08810","260408-072-6","","1","46122","46121","SHT","46122","46146","46149","","46150","Safeseal PM counts reach, SHT, Chemical soak required","46127","Chem Soak","","","","PO26041000016","","7-5-0","1101","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17825","213557402R","213557402R","Hynix","청주","K00043(Hynix)","A0506293","213557402","4522385962","0247-08810","260408-072-7","","1","46122","46121","SHT","46122","46146","46149","","46150","SS Plate up, SHT, Chemical soak required","46127","Chem Soak","","","","PO26041000016","","11-4-0","603","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17826","246714905C","246714905-R0C","Hynix","청주","K00001(Hynix)","A0506293","246714905","4522385973","0247-08810","260408-072-8","★","","46121","46121","","","","","46127","46132","Safeseal PM counts reach","","","","","","","","1-0-1","1300","","","","","","","","","","","","","","","Chem Soak","","","","","","","","","","","",""
"17827","219353605C","219353605-R5C","Hynix","청주","K00001(Hynix)","A0506293","219353605","4522385964","0247-08810","260408-072-9","★","","46121","46121","","","","","46125","46126","Safeseal PM counts reach","","","","","","","","6-5-1","1300","","","","","","","","","","","","","","","Refurb","screw * 1","A0405465*1","","","","A0405465","1","","","","",""
"17828","213557418C","213557418-R2C","Hynix","청주","K00029(Hynix)","A0506293","213557418","4522385978","0247-08810","260408-072-10","★","","46121","46121","","","","","46126","46127","Safeseal PM counts reach","","","","","","","","8-2-1","1300","","","","","","","","","","","","","","","Chem Soak","","","","","","","","","","","",""
"17829","240003101R","240003101R","Hynix","청주","K00057(Hynix)","A0506293","240003101","4522386002","0247-08810","260408-072-11","","1","46122","46121","SHT","46122","46183","46185","","46188","SS Plate up, SHT, Chemical soak required","46127","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538 *6","Clip V1 A0375023  shoulde A0496538","PO26041000016","","4-2-0","58","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17830","212436917R","212436917R","Hynix","청주","K00043(Hynix)","A0506293","212436917","4522386072","0247-08810","260408-072-12","","1","46122","46121","SHT","46122","46146","46149","","46150","Vacuum error , Chemical soak required","46127","Chem Soak","","","","PO26041000016","","11-4-0","427","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17831","223715704R","223715704R","Hynix","청주","K00051(Hynix)","A0506293","223715704","4522386080","0247-08810","260408-072-13","","1","46122","46121","SHT","46122","46146","46149","","46150","SS Plate up, SHT, Chemical soak required","46127","Chem Soak","","","","PO26041000016","","11-8-0","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17832","129764503C","129764503-R2C","Hynix","이천","23202(Hynix)","A0496495","129764503","4522385729","0247-04587","260408-072-14","","","46121","46121","","","","","46125","46126","Lip seal replacement","","","","","","","","4-2-1","1936","","","","","","","","","","","","","","","Refurb","screw * 1
contact pin *1","A0405465 *1
A0477606 *1","","A0477606","1","A0405465","1","","","","",""
"17833","133031118C","133031118-R1C","Hynix","이천","23202(Hynix)","A0496495","133031118","4522385588","0247-04587","260408-072-15","","","46121","46121","","","","","46127","46132","Lip seal replacement","","","","","","","","3-1-1","1507","","","","","","","","","","","","","","","Refurb","WaferSeal*1
Contact pin*1
Screw*1","A0435265*1
A0477606*2
A0405465*1","A0435265","A0477606","2","A0405465","1","","","","",""
"17834","193585111C","193585111-R7C","Hynix","이천","62160(Hynix)","A0506293","193585111","4522386031","0247-05612","260408-072-16","★","","46121","46121","","","","","46127","46132","Uniformity issue","","","","","","","","18-7-2","321","","","","","","","","","","","","","","","Refurb","WaferSeal*1
Contact pin*1
Screw*1","A0435265*1
A0491889*1
A0405465*1","A0435265","A0491889","1","A0405465","1","","","","",""
"17835","193585110C","193585110-R8C","Hynix","이천","62160(Hynix)","A0506293","193585110","4522385951","0247-05612","260408-072-17","★","","46121","46121","","","","","46126","46127","Uniformity issue","","","","","","","","16-8-1","791","","","","","","","","","","","","","","","Chem Soak","","","","","","","","","","","",""
"17836","231454603R","231454603R","Hynix","청주","K00043(Hynix)","A0506293","231454603","4522395529","0247-08810","260409-072-1","","0","46122","46122","SHT","46122","46146","46149","","46150","SS Plate up, SHT, Chemical soak required","46127","Chem Soak","","","","PO26041000016","","8-4-0","8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17837","223715812C","223715812-R6C","Hynix","청주","79846(Hynix)","A0506293","223715812","4522395478","0247-08810","260409-072-2","★","","46122","46122","","","","","46128","46132","Safeseal PM counts reach","","","","","","","","7-6-1","1300","","","","","","","","","","","","","","","Chem Soak","","","","","","","","","","","",""
"17838","222247006R","222247006R","Hynix","청주","K00043(Hynix)","A0506293","222247006","4522395494","0247-08810","260409-072-3","","0","46122","46122","SHT","46122","46146","46149","","46150","Uniformity issue, SHT, Chemical soak required","46127","Chem Soak","","","","PO26041000016","","10-3-0","868","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17839","234923616C","234923616-R6C","Hynix","청주","K00006(Hynix)","A0506293","234923616","4522395492","0247-08810","260409-072-4","★","","46122","46122","","","","","46127","46132","Safeseal PM counts reach","","","","","","","","7-6-1","1300","","","","","","","","","","","","","","","Refurb","WaferSeal*1
Screw*1","A0435265*1
A0405465*1","A0435265","","","A0405465","1","","","","",""
"17840","222247009C","222247009-R4C","Hynix","청주","79846(Hynix)","A0506293","222247009","4522395486","0247-08810","260409-072-5","★","","46122","46122","","","","","46128","46132","Safeseal PM counts reach","","","","","","","","7-4-1","1300","","","","","","","","","","","","","","","Refurb","WaferSeal*1
Screw*1","A0435265*1
A0405465*1","A0435265","","","A0405465","1","","","","",""
"17841","122882106R","122882106R","Hynix","이천","7022(Hynix)","A0503421","122882106","4522385871","0247-04585","260409-072-6","","4","46126","46122","SHT","46126","46146","46149","","46150","Safeseal PM counts reach","46129","Refurb","contact","contact missing *1","contact A0491889","PO26041400028","","13-5-0","700","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17842","217227704R","217227704R","Samsung","TSV","","A0618162","217227704","4522404153","0247-10518","260410-071-1","","6","46129","46123","SHT","46129","46148","46150","","46153","Safeseal PM counts reach","46134","Chem Soak","","","","PO26041700041","","5-5-0","3000","","3000","","","3000","","34371","","","1240","","","","","","","","","","","","","","","","",""
"17843","219352811R","219352811R","Samsung","TSV","","A0618162","219352811","4522404160","0247-10518","260410-071-2","","6","46129","46123","SHT","46129","46197","46202","","46203","Contact Pin Plate Up, Safeseal PM counts reach","46134","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538(AMAT) *6","Clip V1 A0375023  shoulde A0496538","PO26041700041","","4-4-0","5397","5397","4889","","","4201","22000","45000","","","1000","","","","","","","","","","","","","","","","",""
"17844","236698701R","236698701R","Samsung","TSV","","A0618162","236698701","4522404136","0247-10518","260410-071-3","","6","46129","46123","SHT","46129","46197","46202","","46203","Safeseal PM counts reach","46134","Refurb","contact / Clip V1 / shoulder","contact missing *1
Clip V1 A0375023(AMAT) *2
shoulder bolt A0496538(AMAT) *6","contact A0520478 Clip V1 A0375023  shoulde A0496538","PO26041700041","","2-2-0","2874","1190","2874","","","2179","89104.67","49515.16","","","1474.42","","","","","","","","","","","","","","","","",""
"17845","219353004R","219353004R","Samsung","TSV","","A0618162","219353004","4522404181","0247-10518","260410-071-4","","6","46129","46123","SHT","46129","46197","46202","","46203","Safeseal PM counts reach","46134","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538(AMAT) *6","Clip V1 A0375023  shoulde A0496538","PO26041700041","","3-3-0","2895","1106","2895","","","2234","82431.3","51598.01","","","1541.16","","","","","","","","","","","","","","","","",""
"17846","233416501R","233416501R","Samsung","TSV","","A0618162","233416501","4522404151","0247-10518","260410-071-5","","6","46129","46123","SHT","46129","46148","46150","","46153","NI THK variation abnormality","46134","Chem Soak","","","","PO26041700041","","4-4-0","1296","","1296","","","1296","","18000","","","500","","","","","","","","","","","","","","","","",""
"17847","220511506R","220511506R","Samsung","TSV","","A0618162","220511506","4522404124","0247-10518","260410-071-6","","6","46129","46123","SHT","46129","46148","46150","","46153","Safeseal PM counts reach","46134","Return to IONES to ship to Kalispell","","","","PO26041700041","","5-5-0","3000","","3000","","","3000","","10006.02","","","306.69","","","","","","","","","","","","","","","","",""
"17848","234117601R","234117601R","Samsung","TSV","","A0618162","234117601","4522404174","0247-10518","260410-071-7","","6","46129","46123","SHT","46129","46148","46150","","46153","THK variation is bad","46134","Chem Soak","","","","PO26041700041","","3-3-0","612","","612","","","612","","8661.65","","","282.49","","","","","","","","","","","","","","","","",""
"17849","219352403R","219352403R","Samsung","TSV","","A0618162","219352403","4522404170","0247-10518","260410-071-8","","6","46129","46123","SHT","46129","46197","46202","","46203","Contact Pin Plate Up, Safeseal PM counts reach","46134","Refurb","contact / Clip V1 / shoulder","contact missing *3
Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538(AMAT) *6","contact A0520478 Clip V1 A0375023  shoulde A0496538","PO26041700041","","3-3-0","5248","5248","4763","","","4125","220000","4000","","","1000","","","","","","","","","","","","","","","","",""
"17850","225381415R","225381415R","Samsung","TSV","","A0618162","225381415","4522404147","0247-10518","260410-071-9","","6","46129","46123","SHT","46129","46148","46150","","46153","Contact Pin Plate Up, Safeseal PM counts reach","46134","Refurb","Wafer seal / contact ","seal damage  
contact missing *2","Wafer seal A0580262  contact A0520478","PO26041700041","","3-3-0","2871","1247","2871","","","2174","90250.77","48793","1448.63","","","","","","","","","","","","","","","","","","",""
"17851","219352803R","219352803R","Samsung","TSV","","A0618162","219352803","4522404129","0247-10518","260410-071-10","","6","46129","46123","SHT","46129","46148","46150","","46153","Safeseal PM counts reach","46134","Chem Soak","","","","PO26041700041","","4-4-0","2872","1228","2872","","","2179","88218.65","49433.7","","","1476.77","","","","","","","","","","","","","","","","",""
"17852","233416601R","233416601R","Samsung","TSV","","A0618162","233416601","4522404130","0247-10518","260410-071-11","","6","46129","46123","SHT","46129","46148","46150","","46153","NI THK variation abnormality","46134","Chem Soak","","","","PO26041700041","","2-2-0","788","","788","","","788","","9000","","","300","","","","","","","","","","","","","","","","",""
"17853","246714909C","246714909-R0C","Hynix","청주","79846(Hynix)","A0506293","246714909","4522405102","0247-08810","260410-072-1","★","","46123","46123","","","","","46134","46135","Safeseal PM counts reach, SHT, Chemical soak required","","","","","","","","1-0-1","1300","","","","","","","","","","","","","","","Refurb","WaferSeal*1
Screw*1","A0435265*1
A0405465*1","A0435265","","","A0405465","1","","","","",""
"17854","222247014C","222247014-R4C","Hynix","청주","79846(Hynix)","A0506293","222247014","4522405078","0247-08810","260410-072-2","★","","46123","46123","","","","","46127","46132","Uniformity issue, SHT, Chemical soak required","","","","","","","","6-4-1","890","","","","","","","","","","","","","","","Refurb","WaferSeal*1
Screw*1","A0435265*1
A0405465*1","A0435265","","","A0405465","1","","","","",""
"17855","246714901C","246714901-R0C","Hynix","청주","79846(Hynix)","A0506293","246714901","4522405084","0247-08810","260410-072-3","★","","46123","46123","","","","","46128","46132","Safeseal PM counts reach, SHT, Chemical soak required","","","","","","","","1-0-1","1300","","","","","","","","","","","","","","","Chem Soak","","","","","","","","","","","",""
"17856","815801016R","815801016R","Hynix","이천","7022(Hynix)","A0503421","815801016","4522376118","0247-04585","260410-072-4","","3","46126","46123","SHT","46126","46190","46192","","46195","Lip seal replacement","46129","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538(AMAT) *6","Clip V1 A0375023  shoulde A0496538","PO26041400028","","7-3-0","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17857","226560006R","226560006R","Hynix","청주","79492(Hynix)","A0506293","226560006","4522425080","0247-08810","260414-072-1","","1","46128","46127","SHT","46128","46148","46150","","46153","Safeseal PM counts reach, SHT, Chemical soak required","46134","Chem Soak","","","","PO26041600025","","5-3-0","1101","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17858","231454606R","231454606R","Hynix","청주","79492(Hynix)","A0506293","231454606","4522425069","0247-08810","260414-072-2","","1","46128","46127","SHT","46128","46148","46150","","46153","SS Plate up, SHT, Chemical soak required","46134","Chem Soak","","","","PO26041600025","","8-6-0","521","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17859","223715806R","223715806R","Hynix","청주","79492(Hynix)","A0506293","223715806","4522425064","0247-08810","260414-072-3","","1","46128","46127","SHT","46128","46190","46192","","46195","Safeseal PM counts reach, SHT, Chemical soak required","46134","Refurb","Clip V1 / shoulder","Clip V1 A0375023(AMAT) *15
shoulder bolt A0496538(AMAT) *6","Clip V1 A0375023  shoulde A0496538","PO26041600025","","8-3-0","1103","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17860","213557405R","213557405R","Hynix","청주","79492(Hynix)","A0506293","213557405","4522425076","0247-08810","260414-072-4","","1","46128","46127","SHT","46128","46148","46150","","46153","Safeseal PM counts reach, SHT, Chemical soak required","46134","Chem Soak","","","","PO26041600025","","10-5-0","1101","","","","","","","","","","","","","","","","","","","","","","","","","","",""
